Index,Name,Area,Review_Date,Rating_attribute,Rating(Out of 10),Review_Text,Review_Year,Review_Month,Cleaned_Review_Text,tokenized_review,sent_token_length,Sentiment_Label,Sentiment_Score
1039,Hotel SAMRAT RESIDENCY,"South Delhi, New Delhi",2023-08-01,Awesome 😎,10.0,Nice Staff All Manegement are very nice,2023,8,nice staff manegement nice,Nice Staff All Manegement are very nice,7,4 stars,0.5279231667518616
1040,Hotel SAMRAT RESIDENCY,"South Delhi, New Delhi",2023-08-01,Exceptional,10.0,Great location and people. Good facilities.,2023,8,great location people good facility,Great location and people . Good facilities .,8,5 stars,0.46038657426834106
1041,Hotel SAMRAT RESIDENCY,"South Delhi, New Delhi",2023-08-01,Superb,9.0,I think the best hotel I have ever stayed in has,2023,8,think best hotel ever stayed,I think the best hotel I have ever stayed in has,11,5 stars,0.9372981786727905
1042,Hotel SAMRAT RESIDENCY,"South Delhi, New Delhi",2023-08-01,Very good,8.0,The Rooms were good and were same as shown on website. Nice staff and were very helpful. Good and clean rooms.,2023,8,room good shown website nice staff helpful good clean room,The Rooms were good and were same as shown on website . Nice staff and were very helpful . Good and clean rooms .,24,4 stars,0.5668147802352905
1043,Hotel SAMRAT RESIDENCY,"South Delhi, New Delhi",2023-08-01,Superb,9.0,The hotel in well maintained and has supportive and cordial staff. Mr Ashish at the Reception was very helpful in providing directions and assisting in settling down.,2023,8,hotel well maintained supportive cordial staff mr ashish reception helpful providing direction assisting settling,The hotel in well maintained and has supportive and cordial staff . Mr Ashish at the Reception was very helpful in providing directions and assisting in settling down .,29,4 stars,0.48733559250831604
1044,Hotel SAMRAT RESIDENCY,"South Delhi, New Delhi",2023-08-01,Exceptional,10.0, no comments available for this review,2023,8,comment available review,no comments available for this review,6,3 stars,0.30664780735969543
1045,Hotel SAMRAT RESIDENCY,"South Delhi, New Delhi",2023-08-01,Superb,9.0, no comments available for this review,2023,8,comment available review,no comments available for this review,6,3 stars,0.30664780735969543
1046,Hotel SAMRAT RESIDENCY,"South Delhi, New Delhi",2023-08-01,Superb,9.0, no comments available for this review,2023,8,comment available review,no comments available for this review,6,3 stars,0.30664780735969543
1047,LetsBunk Poshtel & Suites,"Hauz Khas, New Delhi",2022-08-01,A beautiful trip is accompanied by a beautiful space.,10.0,"I went a day early but was able to solve the accommodation problem with the help of friendly staff.  It is a safe and comfortable space.  The air conditioner is cool, the water works well, and the wifi works well.  I was lucky to end my India trip here.  Hauz khas is a beautiful place for a comfortable and pleasant trip.  I highly recommend spending your time in this comfortable hotel located in the beautiful Hauz khas.",2022,8,went day early able solve accommodation problem help friendly staff safe comfortable space air conditioner cool water work well wifi work well lucky end india trip hauz khas beautiful place comfortable pleasant trip highly recommend spending time comfortable hotel located beautiful hauz khas,"I went a day early but was able to solve the accommodation problem with the help of friendly staff . It is a safe and comfortable space . The air conditioner is cool , the water works well , and the wifi works well . I was lucky to end my India trip here . Hauz khas is a beautiful place for a comfortable and pleasant trip . I highly recommend spending your time in this comfortable hotel located in the beautiful Hauz khas .",85,5 stars,0.5467461943626404
1048,LetsBunk Poshtel & Suites,"Hauz Khas, New Delhi",2023-08-01,Superb,9.0,Breakfast in room,2023,8,breakfast room,Breakfast in room,3,4 stars,0.36497950553894043
1049,LetsBunk Poshtel & Suites,"Hauz Khas, New Delhi",2023-08-01,Nice stay it was,8.0,"People, hospitality",2023,8,people hospitality,"People , hospitality",3,4 stars,0.2851257622241974
1050,LetsBunk Poshtel & Suites,"Hauz Khas, New Delhi",2023-07-01,Pleasant,6.0,The place is nicely decorated and it's calm. No noise in the rooms.,2023,7,place nicely decorated calm noise room,The place is nicely decorated and it ' s calm . No noise in the rooms .,17,5 stars,0.5155190825462341
1051,LetsBunk Poshtel & Suites,"Hauz Khas, New Delhi",2023-06-01,Superb,9.0,staff behaviour and cooperation by,2023,6,staff behaviour cooperation,staff behaviour and cooperation by,5,4 stars,0.39317217469215393
1052,LetsBunk Poshtel & Suites,"Hauz Khas, New Delhi",2023-05-01,☺︎,7.0,location,2023,5,location,location,1,3 stars,0.2746809124946594
1053,LetsBunk Poshtel & Suites,"Hauz Khas, New Delhi",2023-05-01,"Good in a basic sense, staff could have been more helpful, problematic location",7.0,"The room and common areas were clean and maintained. Breakfast was basic but tasty, breakfast service was prompt.",2023,5,room common area clean maintained breakfast basic tasty breakfast service prompt,"The room and common areas were clean and maintained . Breakfast was basic but tasty , breakfast service was prompt .",21,4 stars,0.4964047074317932
1054,LetsBunk Poshtel & Suites,"Hauz Khas, New Delhi",2023-05-01,lovely place w lovely staff n experience. I truly enjoy it.,8.0,love it!! modern w a touch of Nordic/Swedish design. just love it!,2023,5,love modern w touch nordicswedish design love,love it ! ! modern w a touch of Nordic / Swedish design . just love it !,18,5 stars,0.6348893642425537
1055,LetsBunk Poshtel & Suites,"Hauz Khas, New Delhi",2023-05-01,Very good,8.0,"Staff was friendly and the service was good overall.
Dhenjey helped me a lot. He negotiated with a rickshaw driver on behalf of me.",2023,5,staff friendly service good overall dhenjey helped lot negotiated rickshaw driver behalf,"Staff was friendly and the service was good overall . 
 Dhenjey helped me a lot . He negotiated with a rickshaw driver on behalf of me .",27,4 stars,0.6339467763900757
1056,LetsBunk Poshtel & Suites,"Hauz Khas, New Delhi",2023-05-01,Very good,8.0,"We loved Amit, he made us feel welcome from the get go. The kids really loved this hotel because they were entertained the whole time. Great vibes all round. Such a beautiful, clean set up and the food is great.",2023,5,loved amit made u feel welcome get go kid really loved hotel entertained whole time great vibe round beautiful clean set food great,"We loved Amit , he made us feel welcome from the get go . The kids really loved this hotel because they were entertained the whole time . Great vibes all round . Such a beautiful , clean set up and the food is great .",46,5 stars,0.8858809471130371
1057,Townhouse 1251 The Royce By Dsr,"New Friends Colony, New Delhi",2023-08-01,Bad,1.0," · The hotel hasn't been operational for quite a time now and it is still listed and even taking bookings, when you arrive at the location, you will be denied.",2023,8,hotel hasnt operational quite time still listed even taking booking arrive location denied,"  ·   The hotel hasn ' t been operational for quite a time now and it is still listed and even taking bookings , when you arrive at the location , you will be denied .",35,1 star,0.4665803909301758
1058,The Alpino Hotel,"Mahipalpur, New Delhi",2022-08-01,Very Good Hotel,10.0,"friendly and helpful staff, good location, clean room",2022,8,friendly helpful staff good location clean room,"friendly and helpful staff , good location , clean room",10,4 stars,0.5242266654968262
1059,The Alpino Hotel,"Mahipalpur, New Delhi",2023-02-01,Very good,8.0,Room service needs improvement,2023,2,room service need improvement,Room service needs improvement,4,3 stars,0.33918461203575134
1060,The Alpino Hotel,"Mahipalpur, New Delhi",2023-02-01,Pleasant,6.0,"+ Close to the airport.
+ The personel gave us the keys earlier than they should (because we were too early due to our flight).",2023,2,close airport personel gave u key earlier early due flight,"+ Close to the airport . 
 + The personel gave us the keys earlier than they should ( because we were too early due to our flight ) .",29,3 stars,0.2575248181819916
1061,The Alpino Hotel,"Mahipalpur, New Delhi",2023-01-01,Good experience,8.0,We stayed there for 2 days.. it was good stay with family. We were total 5 people and we loved stay there. Breakfast was good.. we celebrated our Princess birthday there and they did good decoration and helped to arrange cake in hotel.. overall it was good experience..,2023,1,stayed day good stay family total people loved stay breakfast good celebrated princess birthday good decoration helped arrange cake hotel overall good experience,We stayed there for 2 days . . it was good stay with family . We were total 5 people and we loved stay there . Breakfast was good . . we celebrated our Princess birthday there and they did good decoration and helped to arrange cake in hotel . . overall it was good experience . .,58,4 stars,0.4773631989955902
1062,The Alpino Hotel,"Mahipalpur, New Delhi",2023-01-01,Very good,8.0,"It's a beautiful boutique hotel. Clean rooms and washrooms, very well maintained property, and polite staff.
We were 3 people and had a smooth check-in, staff was prompt and supportive. Location is at a walking distance from the Metro station and food was also fresh. Also, they have lift and high speed wifi. A big thumbs up and highly recommended. ! 👍",2023,1,beautiful boutique hotel clean room washroom well maintained property polite staff people smooth checkin staff prompt supportive location walking distance metro station food also fresh also lift high speed wifi big thumb highly recommended,"It ' s a beautiful boutique hotel . Clean rooms and washrooms , very well maintained property , and polite staff . 
 We were 3 people and had a smooth check - in , staff was prompt and supportive . Location is at a walking distance from the Metro station and food was also fresh . Also , they have lift and high speed wifi . A big thumbs up and highly recommended . ! 👍",76,5 stars,0.8012272119522095
1063,The Alpino Hotel,"Mahipalpur, New Delhi",2022-11-01,Very good,8.0,Luxury hotels in this area,2022,11,luxury hotel area,Luxury hotels in this area,5,5 stars,0.3693370521068573
1064,The Alpino Hotel,"Mahipalpur, New Delhi",2022-08-01,Good,7.0,"The staff are super supportive. The location is ok, quite close to the airport.",2022,8,staff super supportive location ok quite close airport,"The staff are super supportive . The location is ok , quite close to the airport .",17,4 stars,0.49002474546432495
1065,The Alpino Hotel,"Mahipalpur, New Delhi",2022-08-01,Very good,8.0,the staff was really good and outgoing in terms of my plans and helped me a lot by means of very early check out and great recommendations for my look outs in the city,2022,8,staff really good outgoing term plan helped lot mean early check great recommendation look out city,the staff was really good and outgoing in terms of my plans and helped me a lot by means of very early check out and great recommendations for my look outs in the city,34,4 stars,0.48239555954933167
